Report Date/Time: 10/28/2015 11:26 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 1,,,,
    TOTALS,156,,67,"95,399",443,"3,665","168,839","157,251","425,664",,,
,,,,,,,,,,,,
 Congressional District 7,,,,,,,,,,,,
    Maricopa,105,,44,"103,016",327,"2,627","38,915","104,160","249,089",,,
    TOTALS,105,,44,"103,016",327,"2,627","38,915","104,160","249,089",,,
,,,,,,,,,,,,
 Congressional District 8,,,,,,,,,,,,
    Maricopa,142,,63,"94,274",335,"3,030","162,782","150,791","411,275",,,
    TOTALS,142,,63,"94,274",335,"3,030","162,782","150,791","411,275",,,
,,,,,,,,,,,,
 Congressional District 9,,,,,,,,,,,,
    Maricopa,141,,75,"109,387",691,"4,124","117,635","143,619","375,531",,,
    TOTALS,141,,75,"109,387",691,"4,124","117,635","143,619","375,531",,,
,,,,,,,,,,,,
    STATE TOTALS,"1,517",,500,"932,722","4,755","27,099","1,115,496","1,219,334","3,299,906",,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 3,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,ACTIVE,,,,,,,
Legislative,Precincts,,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
 Legislative District 1,,,,,,,,,,,,
    Maricopa,14,,6,"6,903",31,345,"19,006","15,139","41,430",,,
    Yavapai,35,,6,"15,955",156,708,"41,333","31,473","89,631",,,
    TOTALS,49,,12,"22,858",187,"1,053","60,339","46,612","131,061",,,
,,,,,,,,,,,,
 Legislative District 2,,,,,,,,,,,,
    Pima,33,,19,"23,509",101,439,"17,368","24,430","65,866",,,
    Santa Cruz,24,,0,"11,580",34,129,"3,743","8,189","23,675",,,
    TOTALS,57,,19,"35,089",135,568,"21,111","32,619","89,541",,,
,,,,,,,,,,,,
 Legislative District 3,,,,,,,,,,,,
    Pima,41,,15,"39,147",478,719,"14,258","28,611","83,228",,,
    TOTALS,41,,15,"39,147",478,719,"14,258","28,611","83,228",,,
,,,,,,,,,,,,
 Legislative District 4,,,,,,,,,,,,
    Maricopa,18,,4,"6,956",36,199,"8,366","10,810","26,371",,,
    Pima,17,,3,"6,598",31,78,"2,094","4,712","13,516",,,
    Pinal,1,,0,131,0,0,11,55,197,,,
    Yuma,23,,4,"15,798",13,228,"7,154","15,997","39,194",,,
    TOTALS,59,,11,"29,483",80,505,"17,625","31,574","79,278",,,
,,,,,,,,,,,,
 Legislative District 5,,,,,,,,,,,,
    La Paz,11,,1,"2,157",10,38,"3,241","3,550","8,997",,,
    Mohave,22,,17,"20,034",101,644,"43,781","44,696","109,273",,,
    TOTALS,33,,18,"22,191",111,682,"47,022","48,246","118,270",,,
,,,,,,,,,,,,
 Legislative District 6,,,,,,,,,,,,
    Coconino,45,,6,"15,159",185,573,"13,394","18,439","47,756",,,
    Gila,18,,1,"3,075",15,114,"8,471","4,886","16,562",,,
    Navajo,16,,1,"2,958",8,89,"7,830","3,928","14,814",,,
    Yavapai,10,,4,"8,328",64,249,"12,079","14,088","34,812",,,
    TOTALS,89,,12,"29,520",272,"1,025","41,774","41,341","113,944",,,
,,,,,,,,,,,,
 Legislative District 7,,,,,,,,,,,,
    Apache,45,,5,"26,747",34,147,"7,544","13,058","47,535",,,
    Coconino,26,,0,"10,753",22,204,"4,150","6,984","22,113",,,
    Gila,3,,0,"2,093",0,12,199,"1,119","3,423",,,
    Graham,2,,0,"1,444",0,3,196,722,"2,365",,,
    Mohave,2,,0,279,0,2,117,344,742,,,
    Navajo,45,,6,"20,302",39,294,"10,230","13,311","44,182",,,
    Pinal,1,,0,0,0,0,0,0,0,,,
    TOTALS,124,,11,"61,618",95,662,"22,436","35,538","120,360",,,
,,,,,,,,,,,,
 Legislative District 8,,,,,,,,,,,,
    Gila,18,,1,"4,069",7,41,"2,200","2,462","8,780",,,
    Pinal,51,,2,"22,978",73,468,"21,429","29,356","74,306",,,
    TOTALS,69,,3,"27,047",80,509,"23,629","31,818","83,086",,,
,,,,,,,,,,,,
 Legislative District 9,,,,,,,,,,,,
    Pima,57,,8,"40,818",426,965,"35,759","36,986","114,962",,,
    TOTALS,57,,8,"40,818",426,965,"35,759","36,986","114,962",,,
,,,,,,,,,,,,
 Legislative District 10,,,,,,,,,,,,
    Pima,49,,13,"40,134",375,913,"36,463","36,994","114,892",,,
    TOTALS,49,,13,"40,134",375,913,"36,463","36,994","114,892",,,
,,,,,,,,,,,,
 Legislative District 11,,,,,,,,,,,,
    Pima,34,,6,"18,811",102,495,"30,027","23,811","73,252",,,
    Pinal,27,,4,"11,485",38,369,"15,768","19,442","47,106",,,
    TOTALS,61,,10,"30,296",140,864,"45,795","43,253","120,358",,,
,,,,,,,,,,,,
 Legislative District 12,,,,,,,,,,,,
    Maricopa,34,,15,"24,788",105,"1,182","61,741","48,470","136,301",,,
    Pinal,1,,0,228,0,9,550,528,"1,315",,,
    TOTALS,35,,15,"25,016",105,"1,191","62,291","48,998","137,616",,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 4,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,ACTIVE,,,,,,,
Legislative,Precincts,,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
 Legislative District 13,,,,,,,,,,,,
    Maricopa,29,,10,"15,197",55,538,"27,417","26,824","70,041",,,
    Yavapai,0,,0,0,0,0,0,0,0,,,
    Yuma,21,,4,"7,762",15,231,"13,189","13,324","34,525",,,
    TOTALS,50,,14,"22,959",70,769,"40,606","40,148","104,566",,,
,,,,,,,,,,,,
 Legislative District 14,,,,,,,,,,,,
    Cochise,49,,13,"18,796",112,438,"25,796","25,289","70,444",,,
    Graham,20,,2,"4,180",7,58,"7,250","3,924","15,421",,,
    Greenlee,8,,0,"2,087",2,25,"1,128","1,273","4,515",,,
    Pima,17,,6,"6,069",41,230,"11,362","9,370","27,078",,,
    TOTALS,94,,21,"31,132",162,751,"45,536","39,856","117,458",,,
,,,,,,,,,,,,
 Legislative District 15,,,,,,,,,,,,
    Maricopa,42,,24,"27,575",116,"1,170","54,089","47,566","130,540",,,
    TOTALS,42,,24,"27,575",116,"1,170","54,089","47,566","130,540",,,
,,,,,,,,,,,,
 Legislative District 16,,,,,,,,,,,,
    Maricopa,19,,19,"15,068",68,581,"28,669","29,684","74,089",,,
    Pinal,21,,5,"8,399",37,286,"15,266","18,048","42,041",,,
    TOTALS,40,,24,"23,467",105,867,"43,935","47,732","116,130",,,
,,,,,,,,,,,,
 Legislative District 17,,,,,,,,,,,,
    Maricopa,39,,33,"29,871",98,"1,076","47,028","48,704","126,810",,,
    TOTALS,39,,33,"29,871",98,"1,076","47,028","48,704","126,810",,,
,,,,,,,,,,,,
 Legislative District 18,,,,,,,,,,,,
    Maricopa,42,,21,"37,587",208,"1,316","47,823","49,691","136,646",,,
    TOTALS,42,,21,"37,587",208,"1,316","47,823","49,691","136,646",,,
,,,,,,,,,,,,
 Legislative District 19,,,,,,,,,,,,
    Maricopa,28,,7,"29,381",51,718,"13,296","34,704","78,157",,,
    TOTALS,28,,7,"29,381",51,718,"13,296","34,704","78,157",,,
,,,,,,,,,,,,
 Legislative District 20,,,,,,,,,,,,
    Maricopa,47,,19,"30,330",169,"1,148","41,028","43,481","116,175",,,
    TOTALS,47,,19,"30,330",169,"1,148","41,028","43,481","116,175",,,
,,,,,,,,,,,,
 Legislative District 21,,,,,,,,,,,,
    Maricopa,42,,23,"30,846",88,842,"42,359","44,900","119,058",,,
    TOTALS,42,,23,"30,846",88,842,"42,359","44,900","119,058",,,
,,,,,,,,,,,,
 Legislative District 22,,,,,,,,,,,,
    Maricopa,48,,17,"27,962",75,826,"59,998","49,006","137,884",,,
    TOTALS,48,,17,"27,962",75,826,"59,998","49,006","137,884",,,
,,,,,,,,,,,,
 Legislative District 23,,,,,,,,,,,,
    Maricopa,57,,15,"29,901",110,"1,037","66,321","55,247","152,631",,,
    TOTALS,57,,15,"29,901",110,"1,037","66,321","55,247","152,631",,,
,,,,,,,,,,,,
 Legislative District 24,,,,,,,,,,,,
    Maricopa,40,,23,"34,598",244,"1,118","21,066","36,874","93,923",,,
    TOTALS,40,,23,"34,598",244,"1,118","21,066","36,874","93,923",,,
,,,,,,,,,,,,
 Legislative District 25,,,,,,,,,,,,
    Maricopa,37,,25,"24,778",138,"1,087","55,400","43,786","125,214",,,
    TOTALS,37,,25,"24,778",138,"1,087","55,400","43,786","125,214",,,
,,,,,,,,,,,,
 Legislative District 26,,,,,,,,,,,,
    Maricopa,34,,21,"27,114",232,"1,214","20,954","39,365","88,900",,,
    TOTALS,34,,21,"27,114",232,"1,214","20,954","39,365","88,900",,,
,,,,,,,,,,,,
 Legislative District 27,,,,,,,,,,,,
    Maricopa,35,,18,"36,532",94,664,"10,907","34,138","82,353",,,
    TOTALS,35,,18,"36,532",94,664,"10,907","34,138","82,353",,,
,,,,,,,,,,,,
 Legislative District 28,,,,,,,,,,,,
    Maricopa,57,,23,"33,991",174,"1,218","47,940","42,123","125,469",,,
    TOTALS,57,,23,"33,991",174,"1,218","47,940","42,123","125,469",,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 5,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,ACTIVE,,,,,,,
Legislative,Precincts,,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
 Legislative District 29,,,,,,,,,,,,
    Maricopa,33,,14,"26,253",48,832,"13,752","30,215","71,114",,,
    TOTALS,33,,14,"26,253",48,832,"13,752","30,215","71,114",,,
,,,,,,,,,,,,
 Legislative District 30,,,,,,,,,,,,
    Maricopa,29,,11,"25,228",89,790,"14,956","29,208","70,282",,,
    TOTALS,29,,11,"25,228",89,790,"14,956","29,208","70,282",,,
,,,,,,,,,,,,
    STATE TOTALS,"1,517",,500,"932,722","4,755","27,099","1,115,496","1,219,334","3,299,906",,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 6,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,INACTIVE,,,,,,,
,Precincts,Date/Period,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
Apache,45,  APR 2015,0,"1,469",9,15,561,906,"2,960",,,
,45,  JUL 2015,0,"1,517",9,15,575,943,"3,059",,,
,45,  OCT 2015,0,"1,527",8,14,579,948,"3,076",,,
,,,,,,,,,,,,
Cochise,49,  APR 2015,1,"2,276",24,76,"2,814","4,105","9,296",,,
,49,  JUL 2015,1,"2,183",26,78,"2,725","4,004","9,017",,,
,49,  OCT 2015,1,"2,128",26,77,"2,674","4,001","8,907",,,
,,,,,,,,,,,,
Coconino,71,  APR 2015,0,"3,172",66,181,"2,186","5,812","11,417",,,
,71,  JUL 2015,0,"3,280",71,195,"2,241","6,143","11,930",,,
,71,  OCT 2015,1,"3,508",83,202,"2,393","6,554","12,741",,,
,,,,,,,,,,,,
Gila,39,  APR 2015,1,"1,464",8,39,"1,792","2,020","5,324",,,
,39,  JUL 2015,1,"1,454",8,39,"1,767","2,030","5,299",,,
,39,  OCT 2015,1,"1,519",7,42,"1,789","2,080","5,438",,,
,,,,,,,,,,,,
Graham,22,  APR 2015,0,616,3,18,953,814,"2,404",,,
,22,  JUL 2015,0,614,3,16,940,771,"2,344",,,
,22,  OCT 2015,0,598,3,18,913,761,"2,293",,,
,,,,,,,,,,,,
Greenlee,8,  APR 2015,0,107,0,2,62,99,270,,,
,8,  JUL 2015,0,100,0,2,60,92,254,,,
,8,  OCT 2015,0,98,0,2,58,91,249,,,
,,,,,,,,,,,,
La Paz,11,  APR 2015,0,554,7,14,576,869,"2,020",,,
,11,  JUL 2015,0,552,8,14,568,851,"1,993",,,
,11,  OCT 2015,0,538,8,13,552,836,"1,947",,,
,,,,,,,,,,,,
Maricopa,724,  APR 2015,34,"93,972",898,"4,345","87,961","158,461","345,671",,,
,724,  JUL 2015,33,"63,109",723,"2,876","59,384","103,629","229,754",,,
,724,  OCT 2015,32,"63,354",701,"2,849","59,482","103,870","230,288",,,
,,,,,,,,,,,,
Mohave,73,  APR 2015,0,"2,709",16,82,"3,252","5,129","11,188",,,
,73,  JUL 2015,1,"4,266",23,121,"5,496","8,869","18,776",,,
,24,  OCT 2015,1,"4,603",25,130,"6,046","9,857","20,662",,,
,,,,,,,,,,,,
Navajo,61,  APR 2015,0,"3,098",13,71,"2,785","3,113","9,080",,,
,61,  JUL 2015,0,"3,051",12,71,"2,705","3,038","8,877",,,
,61,  OCT 2015,0,"2,981",12,70,"2,625","2,960","8,648",,,
,,,,,,,,,,,,
Pima,248,  APR 2015,16,"23,158",348,785,"17,455","28,569","70,331",,,
,248,  JUL 2015,16,"24,341",376,834,"18,470","30,589","74,626",,,
,248,  OCT 2015,16,"23,420",359,792,"17,769","29,846","72,202",,,
,,,,,,,,,,,,
Pinal,102,  APR 2015,4,"11,470",56,287,"9,704","17,868","39,389",,,
,102,  JUL 2015,4,"11,470",67,290,"9,748","18,059","39,638",,,
,102,  OCT 2015,4,"11,338",66,284,"9,634","17,978","39,304",,,
,,,,,,,,,,,,
Santa Cruz,24,  APR 2015,0,"1,388",4,19,485,"1,350","3,246",,,
,24,  JUL 2015,0,"1,364",4,19,479,"1,335","3,201",,,
,24,  OCT 2015,0,"1,322",4,18,457,"1,304","3,105",,,
,,,,,,,,,,,,
Yavapai,45,  APR 2015,4,"2,958",64,192,"4,827","7,336","15,381",,,
,45,  JUL 2015,5,"2,998",59,198,"4,904","7,629","15,793",,,
,45,  OCT 2015,4,"3,254",60,217,"5,318","8,397","17,250",,,
,,,,,,,,,,,,
Yuma,44,  APR 2015,1,"5,683",18,184,"5,472","9,558","20,916",,,
,44,  JUL 2015,1,"5,609",18,181,"5,382","9,412","20,603",,,
,44,  OCT 2015,1,"6,016",19,199,"5,793","10,277","22,305",,,
,,,,,,,,,,,,
TOTALS:,"1,566",  APR 2015,61,"154,094","1,534","6,310","140,885","246,009","548,893",,,
,"1,566",  JUL 2015,62,"125,908","1,407","4,949","115,444","197,394","445,164",,,
,"1,517",  OCT 2015,61,"126,204","1,381","4,927","116,082","199,760","448,415",,,
,,,,,,,,,,,,
PERCENTAGES:,,  APR 2015,0.01,28.07,0.28,1.15,25.67,44.82,,,,
,,  JUL 2015,0.01,28.28,0.32,1.11,25.93,44.34,,,,
,,  OCT 2015,0.01,28.14,0.31,1.1,25.89,44.55,,,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 7,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,INACTIVE,,,,,,,
Congressional,Precincts,,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
 Congressional District 1,,,,,,,,,,,,
    Apache,45,,0,"1,527",8,14,579,948,"3,076",,,
    Coconino,71,,1,"3,508",83,202,"2,393","6,554","12,741",,,
    Gila,22,,0,852,2,14,479,809,"2,156",,,
    Graham,22,,0,598,3,18,913,761,"2,293",,,
    Greenlee,8,,0,98,0,2,58,91,249,,,
    Maricopa,3,,0,65,0,0,9,53,127,,,
    Mohave,2,,0,17,0,0,8,20,45,,,
    Navajo,61,,0,"2,981",12,70,"2,625","2,960","8,648",,,
    Pima,26,,1,"1,822",19,74,"2,557","2,877","7,350",,,
    Pinal,60,,3,"6,969",32,141,"4,551","9,253","20,949",,,
    Yavapai,7,,1,530,14,32,504,"1,195","2,276",,,
    TOTALS,327,,6,"18,967",173,567,"14,676","25,521","59,910",,,
,,,,,,,,,,,,
 Congressional District 2,,,,,,,,,,,,
    Cochise,49,,1,"2,128",26,77,"2,674","4,001","8,907",,,
    Pima,145,,12,"14,264",230,529,"12,043","19,252","46,330",,,
    TOTALS,194,,13,"16,392",256,606,"14,717","23,253","55,237",,,
,,,,,,,,,,,,
 Congressional District 3,,,,,,,,,,,,
    Maricopa,46,,0,"3,910",24,132,"2,613","6,325","13,004",,,
    Pima,77,,3,"7,334",110,189,"3,169","7,717","18,522",,,
    Pinal,1,,0,30,0,0,2,18,50,,,
    Santa Cruz,24,,0,"1,322",4,18,457,"1,304","3,105",,,
    Yuma,29,,0,"4,020",14,128,"2,701","6,201","13,064",,,
    TOTALS,177,,3,"16,616",152,467,"8,942","21,565","47,745",,,
,,,,,,,,,,,,
 Congressional District 4,,,,,,,,,,,,
    Gila,17,,1,667,5,28,"1,310","1,271","3,282",,,
    La Paz,11,,0,538,8,13,552,836,"1,947",,,
    Maricopa,18,,0,448,10,15,897,"1,034","2,404",,,
    Mohave,22,,1,"4,586",25,130,"6,038","9,837","20,617",,,
    Pinal,41,,1,"4,339",34,143,"5,081","8,707","18,305",,,
    Yavapai,38,,3,"2,724",46,185,"4,814","7,202","14,974",,,
    Yuma,15,,1,"1,996",5,71,"3,092","4,076","9,241",,,
    TOTALS,162,,7,"15,298",133,585,"21,784","32,963","70,770",,,
,,,,,,,,,,,,
 Congressional District 5,,,,,,,,,,,,
    Maricopa,113,,4,"9,980",115,486,"14,937","19,386","44,908",,,
    TOTALS,113,,4,"9,980",115,486,"14,937","19,386","44,908",,,
,,,,,,,,,,,,
 Congressional District 6,,,,,,,,,,,,
    Maricopa,156,,8,"9,147",134,477,"11,873","17,628","39,267",,,
    TOTALS,156,,8,"9,147",134,477,"11,873","17,628","39,267",,,
,,,,,,,,,,,,
 Congressional District 7,,,,,,,,,,,,
    Maricopa,105,,4,"13,826",88,491,"4,367","16,374","35,150",,,
    TOTALS,105,,4,"13,826",88,491,"4,367","16,374","35,150",,,
,,,,,,,,,,,,
 Congressional District 8,,,,,,,,,,,,
    Maricopa,142,,6,"10,648",80,413,"13,439","18,545","43,131",,,
    TOTALS,142,,6,"10,648",80,413,"13,439","18,545","43,131",,,
,,,,,,,,,,,,
 Congressional District 9,,,,,,,,,,,,
    Maricopa,141,,10,"15,330",250,835,"11,347","24,525","52,297",,,
    TOTALS,141,,10,"15,330",250,835,"11,347","24,525","52,297",,,
,,,,,,,,,,,,
    STATE TOTALS,"1,517",,61,"126,204","1,381","4,927","116,082","199,760","448,415",,,
,,,,,,,,,,,,
Report Date/Time: 10/26/2015 11:54 AM,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 8,,,,
,,,"2015 October Voter Registration - October 1, 2015",,,,,,,,,
,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,,,
,,,,,,,,,,,,
,,,,,INACTIVE,,,,,,,
Legislative,Precincts,,Americans ,Democratic,Green,Libertarian,Republican,Other,TOTAL,,,
 Legislative District 1,,,,,,,,,,,,
    Maricopa,14,,2,713,14,38,"1,512","1,656","3,935",,,
    Yavapai,35,,3,"2,123",37,161,"4,092","5,787","12,203",,,
    TOTALS,49,,5,"2,836",51,199,"5,604","7,443","16,138",,,
,,,,,,,,,,,,
 Legislative District 2,,,,,,,,,,,,
