"office","state","jurisdiction","fipscode","clinton","trump","johnson","stein","other","totalvotes","dem.two.party"
"President","IL","LIVINGSTON",1710500000,4023,10208,777,125,73,15206,0.282692713091139
"President","IL","LOGAN",1710700000,3313,8181,537,130,96,12257,0.288237341221507
"President","IL","MACON",1711500000,18343,26866,1851,459,89,47608,0.405737795571678
"President","IL","MACOUPIN",1711700000,6689,14322,934,247,31,22223,0.318357051068488
"President","IL","MADISON",1711900000,50587,70490,5472,1838,372,128759,0.417808502027635
"President","IL","MARION",1712100000,4369,11859,548,164,24,16964,0.269226029085531
"President","IL","MARSHALL",1712300000,1789,3785,266,78,21,5939,0.320954431288123
"President","IL","MASON",1712500000,2014,4058,321,54,7,6454,0.331686429512516
"President","IL","MASSAC",1712700000,1558,4846,194,42,14,6654,0.243285446595878
"President","IL","MCDONOUGH",1710900000,5288,6795,635,210,52,12980,0.437639659025077
"President","IL","MCHENRY",1711100000,60803,71612,7180,2155,540,142290,0.459185137635464
"President","IL","MCLEAN",1711300000,36196,37237,4855,1208,339,79835,0.492911906091267
"President","IL","MENARD",1712900000,1817,4231,311,74,31,6464,0.300429894179894
"President","IL","MERCER",1713100000,3071,4807,475,82,12,8447,0.38981975120589
"President","IL","MONROE",1713300000,5535,12629,742,200,0,19106,0.304723629156573
"President","IL","MONTGOMERY",1713500000,3504,8630,599,128,17,12878,0.288775342014175
"President","IL","MORGAN",1713700000,4696,9076,670,189,14,14645,0.340981702004066
"President","IL","MOULTRIE",1713900000,1481,4455,238,44,13,6231,0.24949460916442
"President","IL","OGLE",1714100000,8050,14352,1159,275,33,23869,0.359342915811088
"President","IL","PEORIA",1714300000,38060,35633,3725,1085,599,79102,0.51646696429783
"President","IL","PERRY",1714500000,2462,6855,347,113,21,9798,0.264248148545669
"President","IL","PIATT",1714700000,2645,5634,558,83,52,8972,0.319483029351371
"President","IL","PIKE",1714900000,1413,5754,257,40,16,7480,0.197153620761825
"President","IL","POPE",1715100000,375,1678,62,18,3,2136,0.182659522649781
"President","IL","PULASKI",1715300000,962,1675,55,20,0,2712,0.364808494501327
"President","IL","PUTNAM",1715500000,1147,1767,136,35,1,3086,0.393617021276596
"President","IL","RANDOLPH",1715700000,3439,10023,490,135,12,14099,0.255459812806418
"President","IL","RICHLAND",1715900000,1584,5739,235,81,10,7649,0.216304793117575
"President","IL","ROCK ISLAND",1716100000,32298,26998,3015,733,127,63171,0.544691041554236
"President","IL","SALINE",1716500000,2572,8276,358,77,13,11296,0.237094395280236
"President","IL","SANGAMON",1716700000,40907,49944,4512,1443,428,97234,0.45026471915554
"President","IL","SCHUYLER",1716900000,1075,2524,154,41,6,3800,0.298694081689358
"President","IL","SCOTT",1717100000,535,1966,68,22,6,2597,0.213914434226309
"President","IL","SHELBY",1717300000,2288,8229,372,55,39,10983,0.217552533992583
"President","IL","ST. CLAIR",1716300000,60756,53857,4181,1473,313,120580,0.530096934902673
"President","IL","STARK",1717500000,751,1778,149,33,6,2717,0.296955318307631
"President","IL","STEPHENSON",1717700000,7768,11083,936,250,49,20086,0.412073630046151
"President","IL","TAZEWELL",1717900000,20685,38707,3358,830,351,63931,0.348279229525862
"President","IL","UNION",1718100000,2402,5790,219,126,14,8551,0.293212890625
"President","IL","VERMILION",1718300000,10039,19087,1097,296,51,30570,0.34467486094898
"President","IL","WABASH",1718500000,1151,4047,175,42,13,5428,0.221431319738361
"President","IL","WARREN",1718700000,2987,4275,359,92,17,7730,0.411319195813825
"President","IL","WASHINGTON",1718900000,1448,5571,289,75,11,7394,0.206297193332384
"President","IL","WAYNE",1719100000,1048,6967,191,55,4,8265,0.130754834684966
"President","IL","WHITE",1719300000,1412,5640,205,34,5,7296,0.20022688598979
"President","IL","WHITESIDE",1719500000,11035,12615,1285,326,19,25280,0.466596194503171
"President","IL","WILL",1719700000,151927,132720,11822,3885,550,300904,0.533738279342484
"President","IL","WILLIAMSON",1719900000,8581,21570,997,396,79,31623,0.284600842426454
"President","IL","WINNEBAGO",1720100000,55713,55624,5064,1703,272,118376,0.500399687435444
"President","IL","WOODFORD",1720300000,5092,13207,942,214,177,19632,0.278266571943822
"President","IN","Adams",1800100000,2805,9648,595,23,19,13090,0.225246928450976
"President","IN","Allen",1800300000,55382,83930,6802,702,321,147137,0.397539336166303
"President","IN","Bartholomew",1800500000,9841,20640,1911,60,38,32490,0.322856861651521
"President","IN","Benton",1800700000,860,2579,215,9,3,3666,0.250072695551032
"President","IN","Blackford",1800900000,1243,3350,230,15,1,4839,0.270629218375789
"President","IN","Boone",1801100000,10181,19654,2226,75,42,32178,0.341243505949388
"President","IN","Brown",1801300000,2518,5016,375,31,5,7945,0.334218210777807
"President","IN","Carroll",1801500000,1892,6273,445,24,9,8643,0.231720759338641
"President","IN","Cass",1801700000,3759,9701,680,49,20,14209,0.27927191679049
"President","IN","Clark",1801900000,18808,30035,2304,0,0,51147,0.385070532113097
"President","IN","Clay",1802100000,2306,8531,426,11,8,11282,0.212789517394113
"President","IN","Clinton",1802300000,2819,8531,547,31,8,11936,0.248370044052863
"President","IN","Crawford",1802500000,1323,3015,255,0,0,4593,0.304979253112033
"President","IN","Daviess",1802700000,1800,8545,391,25,7,10768,0.173997100048333
"President","IN","Dearborn",1802900000,4883,18113,917,46,28,23987,0.212341276743782
"President","IN","Decatur",1803100000,2121,8490,487,17,12,11127,0.199886909810574
"President","IN","DeKalb",1803300000,3942,12054,821,61,24,16902,0.246436609152288
"President","IN","Delaware",1803500000,18153,24263,2388,252,67,45123,0.427975292342512
"President","IN","Dubois",1803700000,5389,13365,1163,45,22,19984,0.287352031566599
"President","IN","Elkhart",1803900000,20740,41867,2716,204,103,65630,0.331272860862204
"President","IN","Fayette",1804100000,2252,6839,439,0,0,9530,0.247717522824772
"President","IN","Floyd",1804300000,13945,21432,1861,157,30,37425,0.394182661050965
"President","IN","Fountain",1804500000,1476,5662,337,10,7,7492,0.206780610815354
"President","IN","Franklin",1804700000,1969,8669,358,15,2,11013,0.185091182553111
"President","IN","Fulton",1804900000,1960,6010,404,0,0,8374,0.245922208281054
"President","IN","Gibson",1805100000,3721,11081,673,9,0,15484,0.251384947980003
"President","IN","Grant",1805300000,7010,17008,1198,59,37,25312,0.291864435007078
"President","IN","Greene",1805500000,2929,10277,559,35,1,13801,0.221793124337422
"President","IN","Hamilton",1805700000,57263,87404,9122,299,168,154256,0.39582627689798
"President","IN","Hancock",1805900000,8904,25074,2077,89,37,36181,0.262051915945612
"President","IN","Harrison",1806100000,4783,12943,759,48,25,18558,0.269829628793862
"President","IN","Hendricks",1806300000,22600,48337,4338,205,79,75559,0.318592553956327
"President","IN","Henry",1806500000,5124,13895,1056,57,23,20155,0.269414795730585
"President","IN","Howard",1806700000,11215,23675,1864,60,29,36843,0.321438807681284
"President","IN","Huntington",1806900000,3506,11649,819,31,38,16043,0.231342791158034
"President","IN","Jackson",1807100000,3843,12859,832,30,9,17573,0.230092204526404
"President","IN","Jasper",1807300000,3329,9382,620,33,14,13378,0.261899142475022
"President","IN","Jay",1807500000,1889,5697,376,21,3,7986,0.249011336672818
"President","IN","Jefferson",1807700000,4326,8546,598,33,41,13544,0.336078309509012
"President","IN","Jennings",1807900000,2364,8224,529,16,17,11150,0.223271628258406
"President","IN","Johnson",1808100000,17318,45456,3455,211,60,66500,0.275878548443623
"President","IN","Knox",1808300000,3772,11077,634,26,7,15516,0.254023839989225
"President","IN","Kosciusko",1808500000,6313,23935,1687,60,89,32084,0.208708013752975
"President","IN","La Porte",1809100000,19798,22687,2521,163,34,45203,0.465999764622808
"President","IN","LaGrange",1808700000,2080,7025,447,7,7,9566,0.228445908841296
"President","IN","Lake",1808900000,116935,75625,7789,772,84,201205,0.607265267968425
"President","IN","Lawrence",1809300000,4210,14035,832,66,9,19152,0.230748150178131
"President","IN","Madison",1809500000,18595,32376,2689,207,42,53909,0.364815287124051
"President","IN","Marion",1809700000,212899,130360,18190,726,197,362372,0.620228457229089
"President","IN","Marshall",1809900000,4798,12288,924,44,28,18082,0.280814702095283
"President","IN","Martin",1810100000,881,3697,231,0,0,4809,0.192442114460463
"President","IN","Miami",1810300000,2766,9975,699,30,12,13482,0.217094419590299
"President","IN","Monroe",1810500000,34216,20592,2917,627,102,58454,0.624288425047438
"President","IN","Montgomery",1810700000,3362,11059,688,38,9,15156,0.233132237708897
"President","IN","Morgan",1810900000,6040,23674,1472,64,30,31280,0.203271185299859
"President","IN","Newton",1811100000,1404,4077,314,0,0,5795,0.25615763546798
"President","IN","Noble",1811300000,3904,12198,788,0,0,16890,0.24245435349646
"President","IN","Ohio",1811500000,686,2118,113,4,0,2921,0.244650499286733
"President","IN","Orange",1811700000,2048,5803,341,0,0,8192,0.260858489364412
"President","IN","Owen",1811900000,1946,6153,423,29,6,8557,0.240276577355229
"President","IN","Parke",1812100000,1441,4863,272,5,1,6582,0.228585025380711
"President","IN","Perry",1812300000,3062,4556,407,24,6,8055,0.40194276713048
"President","IN","Pike",1812500000,1297,4398,282,0,0,5977,0.22774363476734
"President","IN","Porter",1812700000,33676,38832,4253,367,62,77190,0.464445302587301
"President","IN","Posey",1812900000,3521,8404,542,0,0,12467,0.295262054507338
"President","IN","Pulaski",1813100000,1327,3854,256,13,9,5459,0.256128160586759
"President","IN","Putnam",1813300000,3356,10637,687,20,15,14715,0.239834202815694
"President","IN","Randolph",1813500000,2446,7517,495,0,0,10458,0.245508381009736
"President","IN","Ripley",1813700000,2471,9806,513,9,11,12810,0.201270668730146
"President","IN","Rush",1813900000,1525,5292,397,0,0,7214,0.223705442276661
"President","IN","Scott",1814300000,2642,6074,344,26,15,9101,0.303120697567692
"President","IN","Shelby",1814500000,4247,12718,970,43,16,17994,0.250338933097554
"President","IN","Spencer",1814700000,2861,6572,526,15,5,9979,0.303296936287501
"President","IN","St. Joseph",1814100000,52252,52021,5186,405,196,110060,0.501107669291188
"President","IN","Starke",1814900000,2489,6367,370,0,0,9226,0.281052393857272
"President","IN","Steuben",1815100000,3744,10133,662,18,9,14566,0.269798947899402
"President","IN","Sullivan",1815300000,2113,6138,308,0,0,8559,0.256090170888377
"President","IN","Switzerland",1815500000,930,2558,151,5,55,3699,0.266628440366972
"President","IN","Tippecanoe",1815700000,27282,30768,4002,339,124,62515,0.469974160206718
"President","IN","Tipton",1815900000,1587,5589,334,0,0,7510,0.221153846153846
"President","IN","Union",1816100000,715,2445,126,5,0,3291,0.22626582278481
"President","IN","Vanderburgh",1816300000,28530,40496,3263,191,27,72507,0.413322516153334
"President","IN","Vermillion",1816500000,2081,4513,321,17,7,6939,0.315589930239612
"President","IN","Vigo",1816700000,15931,21937,1723,190,37,39818,0.42069821485159
"President","IN","Wabash",1816900000,3018,9821,578,39,12,13468,0.235065036217774
"President","IN","Warren",1817100000,839,2898,184,5,4,3930,0.224511640353225
"President","IN","Warrick",1817300000,9086,19113,1390,0,0,29589,0.322210007447073
"President","IN","Washington",1817500000,2636,8209,491,32,14,11382,0.243061318579991
"President","IN","Wayne",1817700000,8322,16028,1225,2,2,25579,0.3417659137577
"President","IN","Wells",1817900000,2586,10005,539,28,27,13185,0.205384798665714
"President","IN","White",1818100000,2590,6893,530,24,16,10053,0.273120320573658
"President","IN","Whitley",1818300000,3379,11358,799,58,29,15623,0.229286829069689
"President","KS","statewide",NA,427005,671018,55406,23506,7467,1184402,0.388885296573933
"President","KY","Adair",2100100000,1323,6637,141,35,97,8233,0.166206030150754
"President","KY","Allen",2100300000,1349,6466,161,46,74,8096,0.172616762635956
"President","KY","Anderson",2100500000,2634,8242,319,54,173,11422,0.242184626700993
"President","KY","Ballard",2100700000,816,3161,77,20,27,4101,0.2051797837566
"President","KY","Barren",2100900000,4275,13483,455,93,182,18488,0.240736569433495
"President","KY","Bath",2101100000,1361,3082,75,24,45,4587,0.306324555480531
"President","KY","Bell",2101300000,1720,7764,144,42,48,9718,0.18135807676086
"President","KY","Boone",2101500000,15026,39082,2299,380,831,57618,0.277703851556147
"President","KY","Bourbon",2101700000,2791,5569,283,52,108,8803,0.333851674641148
"President","KY","Boyd",2101900000,6021,13591,496,167,179,20454,0.307005914746074
"President","KY","Boyle",2102100000,4281,8040,365,73,187,12946,0.34745556367178
"President","KY","Bracken",2102300000,705,2711,51,20,40,3527,0.206381733021077
"President","KY","Breathitt",2102500000,1537,3991,117,35,58,5738,0.278039073806078
"President","KY","Breckinridge",2102700000,1960,6484,194,47,89,8774,0.232117479867361
"President","KY","Bullitt",2102900000,8255,26210,964,253,387,36069,0.239518351951255
"President","KY","Butler",2103100000,947,4428,136,11,54,5576,0.176186046511628
"President","KY","Caldwell",2103300000,1260,4507,118,32,58,5975,0.218484480665857
"President","KY","Calloway",2103500000,4749,10367,492,150,291,16049,0.314170415453824
"President","KY","Campbell",2103700000,14658,25050,1789,422,591,42510,0.369144756724086
"President","KY","Carlisle",2103900000,432,2094,42,12,21,2601,0.171021377672209
"President","KY","Carroll",2104100000,1106,2588,100,24,37,3855,0.299404439631835
"President","KY","Carter",2104300000,2276,7587,237,58,120,10278,0.230761431613099
"President","KY","Casey",2104500000,767,5482,121,28,41,6439,0.122739638342135
"President","KY","Christian",2104700000,7188,14108,474,120,193,22083,0.337528174305034
"President","KY","Clark",2104900000,4706,10710,453,121,215,16205,0.305267254800208
"President","KY","Clay",2105100000,752,5861,83,26,45,6767,0.113715409042794
"President","KY","Clinton",2105300000,547,3809,60,15,31,4462,0.125573921028466
"President","KY","Crittenden",2105500000,617,3290,76,17,37,4037,0.157921679037625
"President","KY","Cumberland",2105700000,459,2502,67,11,27,3066,0.155015197568389
"President","KY","Daviess",2105900000,14163,28907,1488,453,796,45807,0.328836777339215
"President","KY","Edmonson",2106100000,979,4135,77,20,33,5244,0.191435275713727
"President","KY","Elliott",2106300000,740,2000,67,19,29,2855,0.27007299270073
"President","KY","Estill",2106500000,1108,4236,129,30,42,5545,0.207335329341317
"President","KY","Fayette",2106700000,69778,56894,5230,1580,2833,136315,0.55085575344196
"President","KY","Fleming",2106900000,1348,4722,109,20,61,6260,0.222075782537068
"President","KY","Floyd",2107100000,4015,11993,357,56,119,16540,0.250812093953024
"President","KY","Franklin",2107300000,10717,11819,725,236,368,23865,0.475550230741924
"President","KY","Fulton",2107500000,774,1549,35,7,17,2382,0.333189840723203
"President","KY","Gallatin",2107700000,749,2443,100,18,28,3338,0.234649122807018
"President","KY","Garrard",2107900000,1453,5904,157,33,76,7623,0.197498980562729
"President","KY","Grant",2108100000,1910,7268,226,71,84,9559,0.208106341250817
"President","KY","Graves",2108300000,3308,12671,411,80,136,16606,0.207021716002253
"President","KY","Grayson",2108500000,1959,8219,259,46,93,10576,0.19247396345058
"President","KY","Green",2108700000,832,4372,84,24,21,5333,0.159877017678709
"President","KY","Greenup",2108900000,4146,11546,319,109,157,16277,0.264211062962019
"President","KY","Hancock",2109100000,1244,2788,129,44,90,4295,0.308531746031746
"President","KY","Hardin",2109300000,13944,26971,1413,346,482,43156,0.340804106073567
"President","KY","Harlan",2109500000,1372,9129,156,39,61,10757,0.130654223407295
"President","KY","Harrison",2109700000,2031,5435,184,46,85,7781,0.27203321725154
"President","KY","Hart",2109900000,1730,5320,140,39,35,7264,0.245390070921986
"President","KY","Henderson",2110100000,6707,12159,507,142,195,19710,0.355507261740698
"President","KY","Henry",2110300000,1828,4944,224,58,95,7149,0.269935026580035
"President","KY","Hickman",2110500000,449,1657,26,6,19,2157,0.213200379867047
"President","KY","Hopkins",2110700000,4310,15277,478,97,183,20345,0.220043906672793
"President","KY","Jackson",2110900000,482,4889,79,20,31,5501,0.089741202755539
"President","KY","Jefferson",2111100000,190836,143768,10188,3224,5083,353099,0.57033388722191
"President","KY","Jessamine",2111300000,6144,15474,829,170,709,23326,0.2842076047738
"President","KY","Johnson",2111500000,1250,8043,163,60,56,9572,0.134509846120736
"President","KY","Kenton",2111700000,24214,42958,3093,703,1030,71998,0.360477579944024
"President","KY","Knott",2111900000,1245,4357,102,13,46,5763,0.222242056408426
"President","KY","Knox",2112100000,1761,9885,189,64,113,12012,0.151210716125708
"President","KY","Larue",2112300000,1278,4799,174,28,88,6367,0.210301135428665
"President","KY","Laurel",2112500000,3440,20592,473,114,214,24833,0.143142476697736
"President","KY","Lawrence",2112700000,1045,4816,107,32,42,6042,0.178297218904624
"President","KY","Lee",2112900000,444,2151,42,7,23,2667,0.171098265895954
"President","KY","Leslie",2113100000,400,4015,39,15,23,4492,0.0906002265005662
"President","KY","Letcher",2113300000,1542,7293,210,37,52,9134,0.174533106960951
"President","KY","Lewis",2113500000,785,4363,95,16,39,5298,0.152486402486402
"President","KY","Lincoln",2113700000,1865,7338,226,44,88,9561,0.202651309355645
"President","KY","Livingston",2113900000,887,3570,115,24,49,4645,0.199012788871438
"President","KY","Logan",2114100000,2755,7778,229,43,94,10899,0.261558910092092
"President","KY","Lyon",2114300000,1045,2789,74,15,39,3962,0.272561293688054
"President","KY","Madison",2115100000,11793,23431,1189,353,605,37371,0.334800136270725
"President","KY","Magoffin",2115300000,1172,3824,66,17,37,5116,0.234587670136109
"President","KY","Marion",2115500000,2679,5122,215,33,62,8111,0.343417510575567
"President","KY","Marshall",2115700000,3672,12322,426,84,194,16698,0.229586094785545
"President","KY","Martin",2115900000,363,3503,52,13,22,3953,0.0938954992240041
"President","KY","Mason",2116100000,1970,4944,173,38,94,7219,0.284929129302864
"President","KY","McCracken",2114500000,9134,20774,839,217,343,31307,0.305403236592216
"President","KY","McCreary",2114700000,664,5012,59,18,23,5776,0.116983791402396
"President","KY","McLean",2114900000,988,3381,137,15,45,4566,0.226138704509041
"President","KY","Meade",2116300000,3026,8660,333,97,115,12231,0.258942324148554
"President","KY","Menifee",2116500000,700,2010,43,14,12,2779,0.25830258302583
"President","KY","Mercer",2116700000,2395,7740,275,68,107,10585,0.236309817464233
"President","KY","Metcalfe",2116900000,976,3491,86,22,45,4620,0.218491157376315
"President","KY","Monroe",2117100000,601,4278,76,13,23,4991,0.123180979708957
"President","KY","Montgomery",2117300000,3158,7856,264,68,106,11452,0.28672598510986
"President","KY","Morgan",2117500000,1006,3628,63,26,52,4775,0.217091066033664
"President","KY","Muhlenberg",2117700000,3272,9393,230,44,121,13060,0.258349782866167
"President","KY","Nelson",2117900000,6434,13431,565,131,241,20802,0.323886232066449
"President","KY","Nicholas",2118100000,787,1957,65,9,23,2841,0.286807580174927
"President","KY","Ohio",2118300000,2080,7942,207,64,105,10398,0.207543404510078
"President","KY","Oldham",2118500000,10268,20469,1229,282,605,32853,0.334059927774344
"President","KY","Owen",2118700000,1062,3745,122,25,47,5001,0.220927813605159
"President","KY","Owsley",2118900000,256,1474,24,0,5,1759,0.147976878612717
"President","KY","Pendleton",2119100000,1164,4604,145,27,67,6007,0.201803051317614
"President","KY","Perry",2119300000,2136,8158,168,47,63,10572,0.207499514280163
"President","KY","Pike",2119500000,4280,19747,413,86,139,24665,0.178132933782828
"President","KY","Powell",2119700000,1272,3513,118,27,27,4957,0.265830721003135
"President","KY","Pulaski",2119900000,4208,22902,562,127,242,28041,0.155219476208041
"President","KY","Robertson",2120100000,222,759,19,5,8,1013,0.226299694189602
"President","KY","Rockcastle",2120300000,915,5609,87,25,55,6691,0.140251379521766
"President","KY","Rowan",2120500000,3295,5174,207,85,87,8848,0.389066005431574
"President","KY","Russell",2120700000,1093,6863,153,14,51,8174,0.137380593262946
"President","KY","Scott",2120900000,7715,15052,853,139,441,24200,0.338867659331489
"President","KY","Shelby",2121100000,6276,13196,629,138,341,20580,0.322308956450288
"President","KY","Simpson",2121300000,2144,5077,200,38,72,7531,0.29691178507132
"President","KY","Spencer",2121500000,1921,7196,237,44,117,9515,0.210705275858287
"President","KY","Taylor",2121700000,2553,8320,233,53,147,11306,0.234801802630369
"President","KY","Todd",2121900000,1042,3612,64,26,35,4779,0.223893425010743
"President","KY","Trigg",2122100000,1587,4931,121,45,67,6751,0.243479594967782
"President","KY","Trimble",2122300000,879,2771,88,20,40,3798,0.240821917808219
"President","KY","Union",2122500000,1331,4701,115,29,35,6211,0.22065649867374
"President","KY","Warren",2122700000,16966,28673,1605,415,795,48454,0.371743465018953
"President","KY","Washington",2122900000,1420,4013,111,17,75,5636,0.26136572795877
"President","KY","Wayne",2123100000,1431,6371,116,30,44,7992,0.183414509100231
"President","KY","Webster",2123300000,1240,4397,111,22,35,5805,0.219975164094376
"President","KY","Whitley",2123500000,2067,11312,242,41,112,13774,0.1544958517079
"President","KY","Wolfe",2123700000,753,1804,42,9,27,2635,0.294485725459523
"President","KY","Woodford",2123900000,4958,7697,529,117,262,13563,0.391781904385618
"President","LA","Acadia",2200100000,5638,21162,281,106,202,27389,0.210373134328358
"President","LA","Allen",2200300000,2106,6867,102,50,120,9245,0.234704112337011
"President","LA","Ascension",2200500000,16476,36143,1184,324,551,54678,0.313118835401661
"President","LA","Assumption",2200700000,3931,6714,127,39,93,10904,0.369281352747769
"President","LA","Avoyelles",2200900000,5035,11165,188,69,129,16586,0.310802469135802
"President","LA","Beauregard",2201100000,2393,12238,225,64,158,15078,0.163556831385415
"President","LA","Bienville",2201300000,3129,3756,54,23,43,7005,0.454466230936819
"President","LA","Bossier",2201500000,12641,35474,1024,263,446,49848,0.26272472202016
"President","LA","Caddo",2201700000,53483,49006,1861,665,789,105804,0.521841368341968
"President","LA","Calcasieu",2201900000,26296,54191,1786,551,961,83785,0.326711145899338
"President","LA","Caldwell",2202100000,788,3822,28,14,40,4692,0.170932754880694
"President","LA","Cameron",2202300000,323,3256,57,16,40,3692,0.0902486728136351
"President","LA","Catahoula",2202500000,1322,3479,17,14,24,4856,0.275359300145803
"President","LA","Claiborne",2202700000,2717,3585,45,25,49,6421,0.431132973659156
"President","LA","Concordia",2202900000,3272,5477,68,14,41,8872,0.373985598354098
"President","LA","De Soto",2203100000,5165,8068,128,33,106,13500,0.390312098541525
"President","LA","East Baton Rouge",2203300000,102828,84660,4959,1643,2401,196491,0.548451100870456
"President","LA","East Carroll",2203500000,1838,1059,16,6,20,2939,0.634449430445288
"President","LA","East Feliciana",2203700000,4235,5569,102,38,98,10042,0.431966544267646
"President","LA","Evangeline",2203900000,4208,10360,116,66,132,14882,0.2888522789676
"President","LA","Franklin",2204100000,2506,6514,68,28,46,9162,0.277827050997783
"President","LA","Grant",2204300000,1181,7408,126,34,72,8821,0.137501455349866
"President","LA","Iberia",2204500000,10698,20903,443,170,240,32454,0.338533590709155
"President","LA","Iberville",2204700000,8324,7320,165,92,142,16043,0.532088979800562
"President","LA","Jackson",2204900000,2139,5169,74,20,62,7464,0.292692939244663
"President","LA","Jefferson",2205100000,73670,100398,4306,1611,1654,181639,0.423225406163109
"President","LA","Jefferson Davis",2205300000,3080,10775,185,71,166,14277,0.222302417899675
"President","LA","Lafayette",2205500000,32726,68195,2833,851,998,105603,0.324273441602838
"President","LA","Lafourche",2205700000,8423,31959,734,233,296,41645,0.20858303204398
"President","LA","Lasalle",2205900000,605,5836,53,19,56,6569,0.0939295140506133
"President","LA","Lincoln",2206100000,7107,10761,440,120,241,18669,0.397750167897918
"President","LA","Livingston",2206300000,6950,48824,1151,292,513,57730,0.124610033348872
"President","LA","Madison",2206500000,2744,1927,17,15,29,4732,0.587454506529651
"President","LA","Morehouse",2206700000,5155,6502,73,46,76,11852,0.442223556661234
"President","LA","Natchitoches",2206900000,7144,8968,260,91,158,16621,0.443396226415094
"President","LA","Orleans",2207100000,133996,24292,3638,2546,1340,165812,0.846532902051956
"President","LA","Ouachita",2207300000,24428,41734,980,343,532,68017,0.369214957226202
"President","LA","Plaquemines",2207500000,3347,6900,179,74,73,10573,0.326632185029765
"President","LA","Pointe Coupee",2207700000,4764,6789,86,35,87,11761,0.412360425863412
"President","LA","Rapides",2207900000,18322,36816,858,314,534,56844,0.332293518081904
"President","LA","Red River",2208100000,1938,2391,47,11,35,4422,0.447678447678448
"President","LA","Richland",2208300000,3157,6287,67,35,51,9597,0.334286319356205
"President","LA","Sabine",2208500000,1703,7879,97,24,84,9787,0.177729075349614
"President","LA","St. Bernard",2208700000,4960,10237,308,169,141,15815,0.326380206619728
"President","LA","St. Charles",2208900000,8559,16621,592,186,234,26192,0.339912629070691
"President","LA","St. Helena",2209100000,3353,2497,43,18,53,5964,0.573162393162393
"President","LA","St. James",2209300000,6418,5456,98,44,69,12085,0.540508674414688
"President","LA","St. John The Baptist",2209500000,12661,7569,228,122,163,20743,0.625852694018784
"President","LA","St. Landry",2209700000,17209,21971,350,181,266,39977,0.439229198570699
"President","LA","St. Martin",2209900000,8266,16873,303,121,187,25750,0.328811806356657
"President","LA","St. Mary",2210100000,8050,14359,245,85,138,22877,0.359230666250167
"President","LA","St. Tammany",2210300000,27717,90915,3409,1019,1332,124392,0.233638478656686
"President","LA","Tangipahoa",2210500000,16878,33959,843,286,450,52416,0.332002281802624
"President","LA","Tensas",2210700000,1332,1182,13,8,13,2548,0.529832935560859
"President","LA","Terrebonne",2210900000,10665,31902,808,215,306,43896,0.250546197758827
"President","LA","Union",2211100000,2691,7972,108,32,91,10894,0.252368001500516
"President","LA","Vermilion",2211300000,4857,20063,396,116,200,25632,0.194903691813804
"President","LA","Vernon",2211500000,2665,13471,265,72,160,16633,0.165158651462568
"President","LA","Washington",2211700000,5692,12556,185,68,127,18628,0.311924594476107
"President","LA","Webster",2211900000,6260,11542,166,63,114,18145,0.351645882485114
"President","LA","West Baton Rouge",2212100000,5383,6927,206,72,124,12712,0.437286758732738
"President","LA","West Carroll",2212300000,715,3970,27,10,37,4759,0.152614727854856
"President","LA","West Feliciana",2212500000,2248,3390,97,17,47,5799,0.398722951401206
"President","LA","Winn",2212700000,1644,4608,40,29,51,6372,0.262955854126679
"President","MA","Abington",2502300170,4115,4017,417,102,261,8912,0.506025577963601
"President","MA","Acton",2501700380,9198,2555,552,208,454,12967,0.782608695652174
"President","MA","Acushnet",2500500520,2401,2834,174,87,176,5672,0.458643744030564
"President","MA","Adams",2500300555,2413,1285,189,80,113,4080,0.652514872904273
"President","MA","Agawam",2501300765,6208,7421,651,208,389,14877,0.45549930295693
"President","MA","Alford",2500300975,226,52,8,8,13,307,0.81294964028777
"President","MA","Amesbury",2500901185,5174,3231,527,151,319,9402,0.615585960737656
"President","MA","Amherst",2501501325,12357,1248,445,613,403,15066,0.908269018743109
"President","MA","Andover",2500901465,11222,6522,895,202,731,19572,0.632439134355275
"President","MA","Aquinnah",2500701585,232,34,6,7,8,287,0.87218045112782
"President","MA","Arlington",2501701605,20539,4652,732,457,891,27271,0.815330872136874
"President","MA","Ashburnham",2502701885,1439,1522,247,66,125,3399,0.485984464707869
"President","MA","Ashby",2501701955,722,974,129,45,63,1933,0.425707547169811
"President","MA","Ashfield",2501102095,836,184,52,44,39,1155,0.819607843137255
"President","MA","Ashland",2501702130,5684,2768,457,105,312,9326,0.67250354945575
"President","MA","Athol",2502702480,2076,2335,328,116,201,5056,0.470641577873498
"President","MA","Attleboro",2500502690,10518,8571,1032,321,439,20881,0.550997956938551
"President","MA","Auburn",2502702760,4496,4000,553,92,314,9455,0.529190207156309
"President","MA","Avon",2502102935,1254,1068,79,40,71,2512,0.540051679586563
"President","MA","Ayer",2501703005,2162,1498,292,65,159,4176,0.590710382513661
"President","MA","Barnstable",2500103600,13005,11195,1049,348,783,26380,0.537396694214876
"President","MA","Barre",2502703740,1201,1429,164,58,84,2936,0.456653992395437
"President","MA","Becket",2500304545,571,368,37,25,46,1047,0.608093716719915
"President","MA","Bedford",2501704615,5085,2211,404,92,274,8066,0.696957236842105
"President","MA","Belchertown",2501504825,4408,3153,392,192,273,8418,0.582991667768814
"President","MA","Bellingham",2502104930,4033,4059,502,100,288,8982,0.498393475037074
"President","MA","Belmont",2501705070,10252,3106,561,237,535,14691,0.767480161700853
