Report Date/Time: 01/12/2016 01:50 PM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 1
,,,,,"2016 January Voter Registration - January 1, 2016",,,,,,
,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,ACTIVE,,,,,,
,,Precincts,Date/Period,Americans ,,Democratic,Green,Libertarian,Republican,Other,TOTAL
,,,Pima,77,"8,352",,114,213,"3,629","8,859","21,167"
,,,Pinal,1,30,,0,0,2,18,50
,,,Santa Cruz,24,"1,300",,4,17,453,"1,281","3,055"
,,,Yuma,27,"4,250",,14,128,"2,809","6,637","13,838"
,,,TOTALS,175,"18,793",,159,512,"10,033","24,245","53,742"
,,Congressional District 4,,,,,,,,,
,,,Gila,17,644,,5,28,"1,280","1,245","3,202"
,,,La Paz,11,528,,8,12,543,823,"1,914"
,,,Maricopa,18,501,,9,16,"1,026","1,164","2,716"
,,,Mohave,22,"4,592",,25,126,"6,050","9,892","20,685"
,,,Pinal,41,"4,309",,31,144,"5,000","8,601","18,085"
,,,Yavapai,37,"2,804",,47,179,"5,003","7,470","15,503"
,,,Yuma,15,"2,119",,6,75,"3,314","4,445","9,959"
,,,TOTALS,161,"15,497",,131,580,"22,216","33,640","72,064"
,,Congressional District 5,,,,,,,,,
,,,Maricopa,113,"13,159",,128,652,"20,694","27,369","62,002"
,,,TOTALS,113,"13,159",,128,652,"20,694","27,369","62,002"
,,Congressional District 6,,,,,,,,,
,,,Maricopa,156,"11,643",,138,636,"15,297","21,816","49,530"
,,,TOTALS,156,"11,643",,138,636,"15,297","21,816","49,530"
,,Congressional District 7,,,,,,,,,
,,,Maricopa,105,"18,432",,96,626,"5,990","21,257","46,401"
,,,TOTALS,105,"18,432",,96,626,"5,990","21,257","46,401"
,,Congressional District 8,,,,,,,,,
,,,Maricopa,142,"12,365",,91,509,"15,484","21,177","49,626"
,,,TOTALS,142,"12,365",,91,509,"15,484","21,177","49,626"
,,Congressional District 9,,,,,,,,,
,,,Maricopa,141,"22,222",,285,"1,249","16,949","37,369","78,074"
,,,TOTALS,141,"22,222",,285,"1,249","16,949","37,369","78,074"
,,,STATE TOTALS,"1,466","150,172",,"1,486","6,059","138,762","239,979","536,458"
Report Date/Time: 01/12/2016 01:50 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 8
,,,,,,"2016 January Voter Registration - January 1, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,INACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 1,,,,,,,,,
,,,Maricopa,14,867,,14,48,"1,767","1,925","4,621"
,,,Yavapai,34,"2,171",,38,155,"4,213","5,929","12,506"
,,,TOTALS,48,"3,038",,52,203,"5,980","7,854","17,127"
,,Legislative District 2,,,,,,,,,
,,,Pima,33,"3,587",,23,95,"2,566","4,531","10,802"
,,,Santa Cruz,24,"1,300",,4,17,453,"1,281","3,055"
,,,TOTALS,57,"4,887",,27,112,"3,019","5,812","13,857"
,,Legislative District 3,,,,,,,,,
,,,Pima,41,"6,132",,124,176,"2,578","6,369","15,379"
,,,TOTALS,41,"6,132",,124,176,"2,578","6,369","15,379"
,,Legislative District 4,,,,,,,,,
,,,Maricopa,18,"1,131",,7,43,"1,189","2,288","4,658"
,,,Pima,17,845,,4,11,354,905,"2,119"
,,,Pinal,1,30,,0,0,2,18,50
,,,Yuma,21,"3,689",,8,101,"2,162","5,504","11,464"
,,,TOTALS,57,"5,695",,19,155,"3,707","8,715","18,291"
,,Legislative District 5,,,,,,,,,
,,,La Paz,11,528,,8,12,543,823,"1,914"
,,,Mohave,22,"4,592",,25,126,"6,050","9,892","20,685"
,,,TOTALS,33,"5,120",,33,138,"6,593","10,715","22,599"
,,Legislative District 6,,,,,,,,,
,,,Coconino,45,"2,991",,74,192,"2,219","6,382","11,858"
,,,Gila,18,656,,5,29,"1,293","1,261","3,244"
,,,Navajo,5,491,,3,16,"1,054",805,"2,369"
,,,Yavapai,10,"1,190",,24,54,"1,318","2,792","5,378"
,,,TOTALS,78,"5,328",,106,291,"5,884","11,240","22,849"
,,Legislative District 7,,,,,,,,,
,,,Apache,45,"1,521",,8,15,590,961,"3,095"
,,,Coconino,26,698,,3,28,291,668,"1,688"
,,,Gila,3,213,,1,2,25,124,365
,,,Graham,2,136,,1,0,23,77,237
,,,Mohave,2,17,,0,0,8,20,45
,,,Navajo,9,"2,490",,9,54,"1,553","2,139","6,245"
,,,Pinal,0,0,,0,0,0,0,0
,,,TOTALS,87,"5,075",,22,99,"2,490","3,989","11,675"
,,Legislative District 8,,,,,,,,,
,,,Gila,18,615,,1,11,440,657,"1,724"
,,,Pinal,51,"6,072",,26,120,"4,320","8,700","19,238"
,,,TOTALS,69,"6,687",,27,131,"4,760","9,357","20,962"
